PostId,UniqueId,PostBlockType,Revisions,MinSim,MaxSim,AvgSim,AvgDiffDays
1125140,142235149,1,1,0.8888888888888888,0.8888888888888888,0.8888888888888888,1147.0
1135264,142376650,0,1,0.8885298869143781,0.8885298869143781,0.8885298869143781,1771.0
1151190,142595101,1,1,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0
1161049,142730467,0,1,0.8944099378881988,0.8944099378881988,0.8944099378881988,1104.0
1178596,142965682,1,1,0.88,0.88,0.88,1788.0
1187355,143085940,1,1,0.8837209302325582,0.8837209302325582,0.8837209302325582,1211.0
1196612,143211704,0,1,0.8225806451612904,0.8225806451612904,0.8225806451612904,325.0
1236782,143758171,1,1,0.8985507246376812,0.8985507246376812,0.8985507246376812,409.0
1250655,143943530,0,1,0.8074534161490683,0.8074534161490683,0.8074534161490683,1293.0
1256654,144023837,0,1,0.8571428571428571,0.8571428571428571,0.8571428571428571,477.0
1269826,144204063,1,1,0.8275862068965517,0.8275862068965517,0.8275862068965517,1885.0
1274830,144271056,1,1,0.8543689320388349,0.8543689320388349,0.8543689320388349,1445.0
1274830,144271058,1,1,0.8888888888888888,0.8888888888888888,0.8888888888888888,1445.0
1274830,144271059,0,1,0.8991228070175439,0.8991228070175439,0.8991228070175439,1445.0
1310628,144758443,0,1,0.8584070796460177,0.8584070796460177,0.8584070796460177,2117.0
1315367,144820382,0,1,0.8433101895289923,0.8433101895289923,0.8433101895289923,3955.0
1356508,145384688,1,1,0.8235294117647058,0.8235294117647058,0.8235294117647058,1097.0
1356742,145387534,1,1,0.9,0.9,0.9,1.0
1372124,145592284,0,1,0.883495145631068,0.883495145631068,0.883495145631068,1840.0
1396666,145929057,1,1,0.8888888888888888,0.8888888888888888,0.8888888888888888,1.0
1453163,146707990,0,1,0.8924731182795699,0.8924731182795699,0.8924731182795699,703.0
1453321,146710019,1,1,0.8275862068965517,0.8275862068965517,0.8275862068965517,737.0
1457173,146763267,1,1,0.8923076923076924,0.8923076923076924,0.8923076923076924,264.0
1477290,147030446,0,1,0.8947368421052632,0.8947368421052632,0.8947368421052632,551.0
1480112,147069420,0,1,0.8481375358166189,0.8481375358166189,0.8481375358166189,3920.0
1481966,147096281,1,1,0.8,0.8,0.8,1.0
1481966,147096286,0,1,0.8037383177570093,0.8037383177570093,0.8037383177570093,1.0
1486082,147154994,1,1,0.88,0.88,0.88,1034.0
1505636,147422936,0,1,0.8905852417302799,0.8905852417302799,0.8905852417302799,973.0
1506245,147431358,1,1,0.88,0.88,0.88,1022.0
1514773,147547841,0,1,0.8721311475409836,0.8721311475409836,0.8721311475409836,1263.0
1568815,148296297,0,1,0.8637873754152824,0.8637873754152824,0.8637873754152824,1656.0
1569528,148306527,0,1,0.832,0.832,0.832,8.0
1587856,148559092,0,1,0.8743455497382199,0.8743455497382199,0.8743455497382199,3.0
1621622,149027781,1,1,0.8888888888888888,0.8888888888888888,0.8888888888888888,65.0
1657707,149514665,0,1,0.8411214953271028,0.8411214953271028,0.8411214953271028,472.0
1677436,149793975,0,1,0.8556701030927835,0.8556701030927835,0.8556701030927835,397.0
1678715,149813717,1,1,0.85,0.85,0.85,3.0
1683426,149879604,1,1,0.9,0.9,0.9,1.0
1736253,150609961,0,1,0.8301886792452831,0.8301886792452831,0.8301886792452831,66.0
1764229,150997670,0,1,0.8792165397170838,0.8792165397170838,0.8792165397170838,1153.0
1782010,151234530,1,1,0.8143712574850299,0.8143712574850299,0.8143712574850299,1.0
1785300,151282082,0,2,0.4327485380116959,0.4327485380116959,0.4327485380116959,1123.0
1785300,151282085,0,2,0.42857142857142855,0.42857142857142855,0.42857142857142855,1123.0
1795872,151433083,0,1,0.8031496062992126,0.8031496062992126,0.8031496062992126,1516.0
1795872,151433094,0,1,0.8940092165898618,0.8940092165898618,0.8940092165898618,1516.0
1796501,151441511,1,1,0.9,0.9,0.9,814.0
1829438,151891684,0,1,0.864516129032258,0.864516129032258,0.864516129032258,7.0
1836231,151984075,0,1,0.8783473603672532,0.8783473603672532,0.8783473603672532,1.0
1843887,152088710,0,1,0.8006993006993007,0.8006993006993007,0.8006993006993007,1.0
1844618,152098930,0,1,0.8595744680851064,0.8595744680851064,0.8595744680851064,1537.0
1862247,152338723,1,1,0.8372093023255814,0.8372093023255814,0.8372093023255814,689.0
1878351,152554606,0,1,0.8868778280542986,0.8868778280542986,0.8868778280542986,2130.0
1881709,152599230,1,1,0.8490566037735849,0.8490566037735849,0.8490566037735849,1.0
1917168,153083738,1,1,0.8767123287671232,0.8767123287671232,0.8767123287671232,2.0
1976986,153905802,0,1,0.8849557522123894,0.8849557522123894,0.8849557522123894,1.0
1976986,153905806,1,1,0.8846153846153846,0.8846153846153846,0.8846153846153846,1.0
1988212,154060087,1,1,0.8823529411764706,0.8823529411764706,0.8823529411764706,650.0
2004600,154288592,0,1,0.8118811881188119,0.8118811881188119,0.8118811881188119,1.0
2004888,154291890,1,1,0.8275862068965517,0.8275862068965517,0.8275862068965517,416.0
2025460,154577958,0,1,0.8172484599589322,0.8172484599589322,0.8172484599589322,3816.0
2027199,154602051,1,1,0.875,0.875,0.875,1074.0
2030418,154646368,1,1,0.88,0.88,0.88,3816.0
2033442,154690133,1,1,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0
2036886,154740076,0,1,0.8966861598440545,0.8966861598440545,0.8966861598440545,578.0
2058126,155028048,0,1,0.8571428571428571,0.8571428571428571,0.8571428571428571,875.0
2128186,155979561,0,1,0.8109965635738832,0.8109965635738832,0.8109965635738832,1268.0
2155658,156362866,0,1,0.8390977443609022,0.8390977443609022,0.8390977443609022,519.0
2155658,156362867,1,1,0.875,0.875,0.875,519.0
2166122,156507187,0,1,0.8656716417910447,0.8656716417910447,0.8656716417910447,1.0
2187427,156798851,0,1,0.8103092783505155,0.8103092783505155,0.8103092783505155,1239.0
2211322,157125410,0,1,0.8175355450236966,0.8175355450236966,0.8175355450236966,2554.0
2236592,157474158,0,1,0.8278688524590164,0.8278688524590164,0.8278688524590164,469.0
2239358,157511012,0,1,0.8571428571428571,0.8571428571428571,0.8571428571428571,295.0
2255893,157735880,0,1,0.898,0.898,0.898,3146.0
2261010,157807150,1,1,0.8,0.8,0.8,298.0
2266749,157879797,0,1,0.8235294117647058,0.8235294117647058,0.8235294117647058,302.0
2276304,158008186,0,1,0.8556149732620321,0.8556149732620321,0.8556149732620321,2516.0
2293993,158242134,1,1,0.84,0.84,0.84,1.0
2299189,158309708,0,1,0.8356164383561644,0.8356164383561644,0.8356164383561644,239.0
2329789,158720920,1,1,0.8421052631578947,0.8421052631578947,0.8421052631578947,282.0
2332581,158756887,0,1,0.86875,0.86875,0.86875,2316.0
2344830,158922581,1,1,0.8275862068965517,0.8275862068965517,0.8275862068965517,751.0
2369327,159245996,0,1,0.8378378378378378,0.8378378378378378,0.8378378378378378,351.0
2369327,159245998,0,1,0.8434782608695652,0.8434782608695652,0.8434782608695652,351.0
2375539,159326375,0,1,0.8578811369509044,0.8578811369509044,0.8578811369509044,196.0
2378178,159360701,1,1,0.8235294117647058,0.8235294117647058,0.8235294117647058,1.0
2391958,159544038,0,1,0.8656410256410256,0.8656410256410256,0.8656410256410256,1879.0
2395306,159590350,0,1,0.849721706864564,0.849721706864564,0.849721706864564,1.0
2418355,159893960,1,1,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0
2437261,160148913,1,1,0.875,0.875,0.875,2.0
2442488,160219972,0,1,0.8470254957507082,0.8470254957507082,0.8470254957507082,573.0
2458581,160439654,0,1,0.864406779661017,0.864406779661017,0.864406779661017,2264.0
2467385,160552660,1,1,0.8461538461538461,0.8461538461538461,0.8461538461538461,1898.0
2469125,160574866,0,1,0.8410757946210269,0.8410757946210269,0.8410757946210269,199.0
2469125,160574868,1,1,0.8888888888888888,0.8888888888888888,0.8888888888888888,199.0
2473719,160635714,0,1,0.8,0.8,0.8,239.0
2481381,160736859,0,1,0.8571428571428571,0.8571428571428571,0.8571428571428571,1531.0
2496721,160942037,0,1,0.8913043478260869,0.8913043478260869,0.8913043478260869,1012.0
2496812,160943284,1,1,0.8,0.8,0.8,1247.0
2496812,160943277,0,1,0.8056042031523643,0.8056042031523643,0.8056042031523643,1247.0
2503828,161031131,0,1,0.8961892247043364,0.8961892247043364,0.8961892247043364,1683.0
2528718,161357514,0,1,0.9,0.9,0.9,1134.0
2552470,161668039,0,1,0.8216704288939052,0.8216704288939052,0.8216704288939052,2071.0
2581855,162056187,1,1,0.8421052631578947,0.8421052631578947,0.8421052631578947,1.0
2583320,162073841,0,1,0.8106904231625836,0.8106904231625836,0.8106904231625836,1.0
2590448,162168248,0,1,0.8414376321353065,0.8414376321353065,0.8414376321353065,342.0
2590448,162168258,1,1,0.8709677419354839,0.8709677419354839,0.8709677419354839,342.0
2592258,162191108,0,1,0.8844221105527639,0.8844221105527639,0.8844221105527639,692.0
2624237,162614588,1,1,0.8421052631578947,0.8421052631578947,0.8421052631578947,1113.0
2627616,162657715,0,1,0.8038277511961722,0.8038277511961722,0.8038277511961722,802.0
2645952,162897804,0,1,0.8304668304668305,0.8304668304668305,0.8304668304668305,1596.0
2652629,162985036,0,1,0.8535433070866142,0.8535433070866142,0.8535433070866142,511.0
2656667,163038972,0,1,0.8630451415455241,0.8630451415455241,0.8630451415455241,1.0
2671052,163229079,1,1,0.8148148148148148,0.8148148148148148,0.8148148148148148,690.0
2672412,163248715,1,1,0.8571428571428571,0.8571428571428571,0.8571428571428571,1923.0
2741632,164180425,0,1,0.8571428571428571,0.8571428571428571,0.8571428571428571,573.0
2753315,164337067,0,1,0.8987341772151899,0.8987341772151899,0.8987341772151899,32.0
2769072,164538873,1,1,0.8846153846153846,0.8846153846153846,0.8846153846153846,1.0
2770163,164553852,0,1,0.8388157894736842,0.8388157894736842,0.8388157894736842,134.0
2780375,164684168,0,1,0.8163992869875223,0.8163992869875223,0.8163992869875223,2511.0
2794814,164877636,0,1,0.8381962864721485,0.8381962864721485,0.8381962864721485,1.0
2833889,165374636,0,1,0.8021108179419525,0.8021108179419525,0.8021108179419525,419.0
2836338,165406639,1,1,0.8613138686131386,0.8613138686131386,0.8613138686131386,5.0
2857057,165675215,1,1,0.8,0.8,0.8,1425.0
2863171,165757685,1,1,0.8,0.8,0.8,508.0
2869114,165833204,0,1,0.8740740740740741,0.8740740740740741,0.8740740740740741,805.0
2890029,166105827,0,1,0.8060836501901141,0.8060836501901141,0.8060836501901141,1.0
2915923,166446102,0,1,0.8607809847198642,0.8607809847198642,0.8607809847198642,1830.0
2938209,166736263,1,1,0.8888888888888888,0.8888888888888888,0.8888888888888888,936.0
2938209,166736265,1,1,0.8823529411764706,0.8823529411764706,0.8823529411764706,936.0
2943230,166799843,0,1,0.8637059724349158,0.8637059724349158,0.8637059724349158,1.0
2952574,166920406,0,1,0.8994864269992663,0.8994864269992663,0.8994864269992663,1.0
2978558,167260143,0,1,0.896551724137931,0.896551724137931,0.896551724137931,1996.0
2991686,167429697,1,1,0.8666666666666667,0.8666666666666667,0.8666666666666667,395.0
2992988,167446080,1,1,0.8888888888888888,0.8888888888888888,0.8888888888888888,456.0
2996352,167488985,1,1,0.8717948717948718,0.8717948717948718,0.8717948717948718,3665.0
3020063,167797924,1,1,0.8735632183908046,0.8735632183908046,0.8735632183908046,713.0
3028707,167912983,1,1,0.875,0.875,0.875,3571.0
3062023,168347454,0,1,0.8194444444444444,0.8194444444444444,0.8194444444444444,1027.0
3094040,168760728,0,1,0.8853932584269663,0.8853932584269663,0.8853932584269663,539.0
3095159,168775351,1,1,0.9,0.9,0.9,3.0
3097719,168808480,1,1,0.88,0.88,0.88,1.0
3100820,168849575,0,1,0.8110599078341014,0.8110599078341014,0.8110599078341014,1825.0
3110924,168979194,1,1,0.8,0.8,0.8,222.0
3136980,169323123,1,1,0.8333333333333334,0.8333333333333334,0.8333333333333334,63.0
3168431,169738727,0,1,0.8910411622276029,0.8910411622276029,0.8910411622276029,2.0
3169267,169750108,0,1,0.8829915560916767,0.8829915560916767,0.8829915560916767,3641.0
3180085,169897265,0,1,0.8593350383631714,0.8593350383631714,0.8593350383631714,1.0
3188980,170012019,0,1,0.8699080157687253,0.8699080157687253,0.8699080157687253,1.0
3208472,170266281,0,1,0.8842105263157894,0.8842105263157894,0.8842105263157894,594.0
3215329,170359004,0,1,0.8744271310724107,0.8744271310724107,0.8744271310724107,1.0
3215329,170359006,0,1,0.8467741935483871,0.8467741935483871,0.8467741935483871,1.0
3225834,170501050,1,1,0.898876404494382,0.898876404494382,0.898876404494382,1397.0
3228854,170539415,0,1,0.827906976744186,0.827906976744186,0.827906976744186,1070.0
3238694,170672444,0,1,0.8873403019744484,0.8873403019744484,0.8873403019744484,1357.0
3246935,170781781,0,1,0.8436724565756824,0.8436724565756824,0.8436724565756824,1008.0
3247137,170785550,0,1,0.8902077151335311,0.8902077151335311,0.8902077151335311,1008.0
3247311,170787713,0,1,0.8042328042328042,0.8042328042328042,0.8042328042328042,1008.0
3262291,170983397,0,1,0.8864994026284349,0.8864994026284349,0.8864994026284349,1116.0
3264418,171009396,0,1,0.8256880733944955,0.8256880733944955,0.8256880733944955,962.0
3272808,171119266,0,1,0.8888888888888888,0.8888888888888888,0.8888888888888888,310.0
3286732,171308400,1,1,0.8571428571428571,0.8571428571428571,0.8571428571428571,913.0
3290297,171352356,1,1,0.8235294117647058,0.8235294117647058,0.8235294117647058,197.0
3304623,171542970,1,1,0.85,0.85,0.85,1.0
3304797,171545381,1,1,0.8461538461538461,0.8461538461538461,0.8461538461538461,1.0
3305198,171550609,0,1,0.8015873015873016,0.8015873015873016,0.8015873015873016,1.0
3320799,171755417,0,1,0.8913443830570903,0.8913443830570903,0.8913443830570903,452.0
3325684,171817948,1,1,0.8,0.8,0.8,1.0
3347405,172104871,0,1,0.8977272727272727,0.8977272727272727,0.8977272727272727,576.0
3348709,172121899,1,1,0.8395061728395061,0.8395061728395061,0.8395061728395061,1.0
3354259,172193097,0,1,0.872992700729927,0.872992700729927,0.872992700729927,3615.0
3396261,172739499,0,1,0.8571428571428571,0.8571428571428571,0.8571428571428571,353.0
3407355,172886458,1,1,0.8421052631578947,0.8421052631578947,0.8421052631578947,1235.0
3416920,173011054,1,1,0.9,0.9,0.9,1.0
3430129,173187821,0,1,0.8595271210013908,0.8595271210013908,0.8595271210013908,828.0
3432088,173213543,1,1,0.8533333333333334,0.8533333333333334,0.8533333333333334,1.0
3433939,173238029,0,1,0.8959452857840743,0.8959452857840743,0.8959452857840743,839.0
3458862,173560133,0,1,0.8452041785375118,0.8452041785375118,0.8452041785375118,1.0
3469715,173702267,1,1,0.8888888888888888,0.8888888888888888,0.8888888888888888,1.0
3474206,173760837,0,1,0.898876404494382,0.898876404494382,0.898876404494382,166.0
3474681,173767600,0,1,0.8767833981841764,0.8767833981841764,0.8767833981841764,2390.0
3474681,173767604,0,1,0.8369565217391305,0.8369565217391305,0.8369565217391305,2390.0
3474681,173767606,0,1,0.882494004796163,0.882494004796163,0.882494004796163,2390.0
3483264,173880534,0,1,0.8,0.8,0.8,1.0
3486418,173923595,0,1,0.8045325779036827,0.8045325779036827,0.8045325779036827,1199.0
3507310,174193754,1,1,0.875,0.875,0.875,1.0
3520429,174363847,0,1,0.8689655172413793,0.8689655172413793,0.8689655172413793,609.0
3521849,174382076,1,1,0.896551724137931,0.896551724137931,0.896551724137931,245.0
3543749,174676073,0,1,0.806146572104019,0.806146572104019,0.806146572104019,2152.0
3549932,174759132,0,1,0.8371335504885994,0.8371335504885994,0.8371335504885994,3589.0
3557770,174863257,0,1,0.8717948717948718,0.8717948717948718,0.8717948717948718,493.0
3590317,175300268,0,1,0.8132530120481928,0.8132530120481928,0.8132530120481928,2.0
3601583,175449807,1,1,0.8461538461538461,0.8461538461538461,0.8461538461538461,602.0
3614787,175623984,0,1,0.898876404494382,0.898876404494382,0.898876404494382,491.0
3624401,175747763,0,1,0.8461538461538461,0.8461538461538461,0.8461538461538461,705.0
3641431,175967734,0,1,0.84,0.84,0.84,1.0
3644130,176005999,0,1,0.8998242530755711,0.8998242530755711,0.8998242530755711,1.0
3677864,176457953,0,1,0.840782122905028,0.840782122905028,0.840782122905028,983.0
3681434,176505315,1,1,0.8888888888888888,0.8888888888888888,0.8888888888888888,838.0
3690895,176629585,0,1,0.8723404255319149,0.8723404255319149,0.8723404255319149,696.0
3699934,176751276,1,1,0.8955223880597015,0.8955223880597015,0.8955223880597015,441.0
3708997,176871040,0,1,0.8301886792452831,0.8301886792452831,0.8301886792452831,67.0
3721160,177033304,1,1,0.9,0.9,0.9,44.0
3728597,177130603,0,1,0.8364779874213837,0.8364779874213837,0.8364779874213837,213.0
3759211,177536667,1,1,0.8888888888888888,0.8888888888888888,0.8888888888888888,301.0
3772327,177716594,1,1,0.8791208791208791,0.8791208791208791,0.8791208791208791,154.0
3812146,178246318,0,1,0.8813559322033898,0.8813559322033898,0.8813559322033898,307.0
3825410,178419530,0,1,0.8379629629629629,0.8379629629629629,0.8379629629629629,481.0
3842319,178645588,0,1,0.8285714285714286,0.8285714285714286,0.8285714285714286,2.0
3865750,178957795,0,1,0.8983050847457628,0.8983050847457628,0.8983050847457628,506.0
3869986,179017145,0,1,0.8097345132743363,0.8097345132743363,0.8097345132743363,68.0
3877589,179123124,0,1,0.8571428571428571,0.8571428571428571,0.8571428571428571,1039.0
3883636,179203222,0,1,0.8951965065502183,0.8951965065502183,0.8951965065502183,1162.0
3883636,179203223,1,1,0.8571428571428571,0.8571428571428571,0.8571428571428571,1162.0
3895699,179366283,0,1,0.8028846153846154,0.8028846153846154,0.8028846153846154,3542.0
3904377,179482200,0,1,0.8695652173913043,0.8695652173913043,0.8695652173913043,1.0
3905897,179501423,1,1,0.8333333333333334,0.8333333333333334,0.8333333333333334,418.0
3908512,179535393,0,1,0.854916067146283,0.854916067146283,0.854916067146283,18.0
3911987,179583222,0,1,0.8475609756097561,0.8475609756097561,0.8475609756097561,711.0
3916058,179635007,0,1,0.8842105263157894,0.8842105263157894,0.8842105263157894,689.0
3934220,179873454,1,1,0.8372093023255814,0.8372093023255814,0.8372093023255814,1258.0
3934409,179876190,0,1,0.8809523809523809,0.8809523809523809,0.8809523809523809,713.0
3947013,180045943,1,1,0.8,0.8,0.8,10.0
3958679,180205444,0,1,0.859504132231405,0.859504132231405,0.859504132231405,498.0
3972590,180392494,0,1,0.8802308802308803,0.8802308802308803,0.8802308802308803,1.0
3975913,180436295,1,1,0.8181818181818182,0.8181818181818182,0.8181818181818182,104.0
4022671,181055551,0,2,0.1377049180327869,0.7161016949152542,0.4269033064740205,1379.0
4033194,181188595,0,1,0.8551068883610451,0.8551068883610451,0.8551068883610451,1105.0
4051681,181429030,1,1,0.9,0.9,0.9,783.0
4071705,181695221,0,1,0.8804347826086957,0.8804347826086957,0.8804347826086957,1264.0
4088956,181924127,0,1,0.8349178910976663,0.8349178910976663,0.8349178910976663,2.0
4131765,182498218,0,1,0.8846153846153846,0.8846153846153846,0.8846153846153846,2126.0
4140165,182611187,1,1,0.875,0.875,0.875,620.0
4154530,182806833,1,1,0.896551724137931,0.896551724137931,0.896551724137931,3.0
4162717,182916083,0,1,0.894878706199461,0.894878706199461,0.894878706199461,608.0
4186560,183232206,1,1,0.8842105263157894,0.8842105263157894,0.8842105263157894,1.0
4213165,183583984,1,1,0.8888888888888888,0.8888888888888888,0.8888888888888888,5.0
4222273,183705467,0,1,0.890282131661442,0.890282131661442,0.890282131661442,3.0
4226074,183755297,1,1,0.88,0.88,0.88,3.0
4234184,183867492,1,1,0.85,0.85,0.85,459.0
4253525,184126806,0,1,0.8695652173913043,0.8695652173913043,0.8695652173913043,2.0
4272861,184383281,1,1,0.8888888888888888,0.8888888888888888,0.8888888888888888,1054.0
4275512,184415436,1,1,0.8275862068965517,0.8275862068965517,0.8275862068965517,1029.0
4302634,184770919,1,1,0.84375,0.84375,0.84375,952.0
4304310,184791353,1,1,0.85,0.85,0.85,168.0
4309250,184858742,1,1,0.8,0.8,0.8,2039.0
4322213,185031322,0,1,0.8888888888888888,0.8888888888888888,0.8888888888888888,855.0
4322213,185031323,1,1,0.8888888888888888,0.8888888888888888,0.8888888888888888,855.0
4325866,185079873,0,1,0.8796296296296297,0.8796296296296297,0.8796296296296297,4.0
4334396,185195116,0,1,0.8440748440748441,0.8440748440748441,0.8440748440748441,1.0
4343256,185313028,0,1,0.8803680981595092,0.8803680981595092,0.8803680981595092,1134.0
4357162,185504230,0,1,0.814385150812065,0.814385150812065,0.814385150812065,3485.0
4393209,185978015,1,1,0.8288288288288288,0.8288288288288288,0.8288288288288288,1.0
4397781,186035437,1,1,0.8,0.8,0.8,1.0
4404061,186120471,0,1,0.8854166666666666,0.8854166666666666,0.8854166666666666,772.0
4405143,186134507,0,1,0.8661971830985915,0.8661971830985915,0.8661971830985915,2390.0
4417158,186292876,1,1,0.8571428571428571,0.8571428571428571,0.8571428571428571,116.0
4504817,187446504,1,1,0.88,0.88,0.88,1.0
4526699,187730410,0,1,0.8611111111111112,0.8611111111111112,0.8611111111111112,530.0
4533682,187823171,0,1,0.8252788104089219,0.8252788104089219,0.8252788104089219,2.0
4539263,187892267,1,1,0.8118811881188119,0.8118811881188119,0.8118811881188119,200.0
4573914,188350919,0,1,0.8938740293356342,0.8938740293356342,0.8938740293356342,699.0
4584435,188492871,0,1,0.8043478260869565,0.8043478260869565,0.8043478260869565,802.0
4593718,188614974,0,1,0.8823529411764706,0.8823529411764706,0.8823529411764706,399.0
4629148,189088459,0,1,0.8912386706948641,0.8912386706948641,0.8912386706948641,1.0
4637725,189203891,0,1,0.8698517298187809,0.8698517298187809,0.8698517298187809,1163.0
4641628,189256396,0,1,0.8908296943231441,0.8908296943231441,0.8908296943231441,904.0
4641628,189256398,0,1,0.8717948717948718,0.8717948717948718,0.8717948717948718,904.0
4661404,189524149,0,1,0.8857142857142857,0.8857142857142857,0.8857142857142857,256.0
4674374,189714570,0,1,0.8660714285714286,0.8660714285714286,0.8660714285714286,2243.0
4680557,189797616,0,1,0.8982035928143712,0.8982035928143712,0.8982035928143712,566.0
4696873,190019105,1,1,0.8,0.8,0.8,1083.0
